example_id,method,degradation_type,mse,mae,psnr,ssim_simple,edge_similarity,masked_mae,outside_mask_mae,input_mae,input_psnr,high_frequency_ratio
example_00001,conditional_ddpm_v1_100_steps,scratch_dust,0.010529696010053158,0.09642861038446426,19.775841666171875,0.9061815515863502,0.5417529330572809,0.10484820604324341,0.09550286084413528,0.0343012809753418,22.362727736941576,0.8168726981597739
example_00002,conditional_ddpm_v1_100_steps,grain,0.012374648824334145,0.10653268545866013,19.074671169049317,0.8757759438142168,0.44329896907216493,0.10653268545866013,nan,0.05612386018037796,23.0845212524317,0.8145955653580493
example_00003,conditional_ddpm_v1_100_steps,blur_contrast,0.01612161472439766,0.11879165470600128,17.925914618624738,0.7790683692896271,0.4007434944237918,0.11879165470600128,nan,0.10120347142219543,19.58438061830276,0.585609064295377
example_00004,conditional_ddpm_v1_100_steps,scratch_dust,0.09246189892292023,0.30014315247535706,10.340371915460306,0.6498018212583038,0.5150214592274678,0.28731393814086914,0.3017374277114868,0.04143688827753067,19.906637889137325,0.9389933571174043
example_00005,conditional_ddpm_v1_100_steps,grain,0.19191747903823853,0.43358251452445984,7.168854697451695,0.4989703235245637,0.4061624649859944,0.43358251452445984,nan,0.0563349686563015,23.070696265383,1.1513843995049202
example_00006,conditional_ddpm_v1_100_steps,blur_contrast,0.23331160843372345,0.47796228528022766,6.32063652319458,0.4480818115673919,0.28898426323319026,0.47796228528022766,nan,0.09315019100904465,20.390106721857414,0.6786684768284532
example_00007,conditional_ddpm_v1_100_steps,scratch_dust,0.007430709432810545,0.07518886029720306,21.289697208226453,0.8661522708610627,0.40906547285954115,0.09869391471147537,0.07235821336507797,0.03592552989721298,21.9329631370165,0.7516546475659114
example_00008,conditional_ddpm_v1_100_steps,grain,0.0593678317964077,0.23609331250190735,12.264488118799141,0.7743559154998985,0.2846836847946726,0.23609331250190735,nan,0.05600322410464287,23.09577182889906,0.7675695802778352
example_00009,conditional_ddpm_v1_100_steps,blur_contrast,0.03975534811615944,0.19656601548194885,14.006044393068553,0.8550841896603123,0.5314606741573034,0.19656601548194885,nan,0.10178367048501968,19.437012375360098,0.8214736035729593
example_00010,conditional_ddpm_v1_100_steps,scratch_dust,0.0013883698265999556,0.029246848076581955,28.574948334070896,0.9935504268452031,0.45368620037807184,0.04469754546880722,0.026410743594169617,0.038479432463645935,22.281086364154397,1.02612425539545
example_00011,conditional_ddpm_v1_100_steps,grain,0.13241267204284668,0.33690378069877625,8.780704504330739,0.47294184199203754,0.2228864218616567,0.33690378069877625,nan,0.05473154038190842,23.301000476379702,0.8749578775351887
example_00012,conditional_ddpm_v1_100_steps,blur_contrast,0.026736166328191757,0.16041570901870728,15.72900865655682,0.9210139808278924,0.4838300570703868,0.16041570901870728,nan,0.0803823471069336,21.36654413524827,1.06250942648231
example_00013,conditional_ddpm_v1_100_steps,scratch_dust,0.03590536117553711,0.1775522381067276,14.448407003042018,0.8286388870950355,0.5911753221397892,0.16132283210754395,0.1785556524991989,0.026264265179634094,25.463753946808456,0.692215636929972
example_00014,conditional_ddpm_v1_100_steps,grain,0.04268484562635422,0.1917712688446045,13.69726284905158,0.8116390650004912,0.47456993268511594,0.1917712688446045,nan,0.055408671498298645,23.243562669145934,0.6634839631948127
example_00015,conditional_ddpm_v1_100_steps,blur_contrast,0.020212244242429733,0.08976787328720093,16.94385462437637,0.7782629645657321,0.5219107777339124,0.08976787328720093,nan,0.10041767358779907,19.49921833360978,0.5758790211949117
example_00016,conditional_ddpm_v1_100_steps,scratch_dust,0.002645191503688693,0.03189888596534729,25.775428809125,0.9681923763824922,0.5598548972188634,0.05944119393825531,0.028303105384111404,0.03826545178890228,20.750597825482473,0.7925740532580182
example_00017,conditional_ddpm_v1_100_steps,grain,0.02443578839302063,0.1401582658290863,16.119736443904696,0.6922778282592843,0.37389380530973454,0.1401582658290863,nan,0.05559632182121277,23.181902044440218,0.7213055553715894
example_00018,conditional_ddpm_v1_100_steps,blur_contrast,0.10344182699918747,0.30303552746772766,9.853038175103142,0.5822260962750826,0.2371879106438896,0.30303552746772766,nan,0.08749737590551376,20.671275263922965,0.4258425836562944
example_00019,conditional_ddpm_v1_100_steps,scratch_dust,0.011167558841407299,0.10161947458982468,19.520417505703684,0.9006937207039031,0.49722735674676527,0.10997121781110764,0.10007642954587936,0.04393238574266434,19.712664101694713,0.9061099791076865
example_00020,conditional_ddpm_v1_100_steps,grain,0.014493676833808422,0.09791738539934158,18.388214263942007,0.6787902133289507,0.3240174672489083,0.09791738539934158,nan,0.05507764592766762,23.298464356724764,0.9356758192816872
example_00021,conditional_ddpm_v1_100_steps,blur_contrast,0.05025622248649597,0.21657955646514893,12.9881015830064,0.7252382756121839,0.46887550200803213,0.21657955646514893,nan,0.11376570165157318,18.657798832110338,0.6090531802898238
example_00022,conditional_ddpm_v1_100_steps,scratch_dust,0.027075503021478653,0.15913638472557068,15.674234660997566,0.839034259751129,0.33537206931702346,0.15891726315021515,0.1591595709323883,0.02705508843064308,24.594983548576476,0.8038085927239831
example_00023,conditional_ddpm_v1_100_steps,grain,0.029402956366539,0.16020891070365906,15.316090005699976,0.8797529521051384,0.3815925542916236,0.16020891070365906,nan,0.052501481026411057,23.477068449733622,0.8529364880105528
example_00024,conditional_ddpm_v1_100_steps,blur_contrast,0.034382618963718414,0.1510840356349945,14.63661045677718,0.743917453141186,0.3212669683257919,0.1510840356349945,nan,0.10073553025722504,19.703581770583803,0.6327654164397825
example_00025,conditional_ddpm_v1_100_steps,scratch_dust,0.01430540531873703,0.09330384433269501,18.444998327068724,0.9222435960652193,0.572870407751312,0.09959924221038818,0.092645563185215,0.03793897479772568,20.52764474458207,0.8352771336141454
example_00026,conditional_ddpm_v1_100_steps,grain,0.0161467082798481,0.1170850619673729,17.91916000986564,0.9474462249201681,0.44411326378539495,0.1170850619673729,nan,0.05425474792718887,23.426766373559772,0.8170428261847663
example_00027,conditional_ddpm_v1_100_steps,blur_contrast,0.012603096663951874,0.08768382668495178,18.99522732752906,0.9146234870300233,0.36723809523809525,0.08768382668495178,nan,0.09369519352912903,19.64728528711384,0.5605894092524705
example_00028,conditional_ddpm_v1_100_steps,scratch_dust,0.030975408852100372,0.12458807229995728,15.089829525535372,0.8126546573912504,0.4537953795379538,0.1370081901550293,0.12372460216283798,0.025612983852624893,25.807145244067172,1.0287697683993202
example_00029,conditional_ddpm_v1_100_steps,grain,0.22710978984832764,0.4278193712234497,6.437641445760853,0.2681353818233625,0.3357271095152603,0.4278193712234497,nan,0.05299527198076248,23.51113101821427,1.7196058906266813
example_00030,conditional_ddpm_v1_100_steps,blur_contrast,0.061474207788705826,0.21273097395896912,12.113070592579795,0.6445605549809744,0.6141732283464567,0.21273097395896912,nan,0.09881927073001862,19.795428332816737,0.8728487794627356
example_00031,conditional_ddpm_v1_100_steps,scratch_dust,0.34081119298934937,0.5636360049247742,4.674861504848982,0.3401465614431109,0.2741530740276035,0.5603482127189636,0.5641108751296997,0.0373125858604908,21.10471261544027,0.6327865108493782
example_00032,conditional_ddpm_v1_100_steps,grain,0.13406714797019958,0.34992608428001404,8.726776293309438,0.548948296416731,0.3236009732360097,0.34992608428001404,nan,0.05555611848831177,23.199261049253227,0.7019027968726963
example_00033,conditional_ddpm_v1_100_steps,blur_contrast,0.006112731993198395,0.07304352521896362,22.1376464501287,0.9553042334992162,0.5508233957978421,0.07304352521896362,nan,0.10221952944993973,19.276185396976768,0.8024892523542675
example_00034,conditional_ddpm_v1_100_steps,scratch_dust,0.0034015453420579433,0.042788516730070114,24.68323735588518,0.9688301418607181,0.5666666666666667,0.06478700041770935,0.03976108878850937,0.03706054762005806,20.96326181149392,0.7850254597795081
example_00035,conditional_ddpm_v1_100_steps,grain,0.00558202899992466,0.06154114753007889,22.532079115817947,0.9619186069831098,0.4987127620448694,0.06154114753007889,nan,0.0551350936293602,23.264548022067217,0.8573573299693977
example_00036,conditional_ddpm_v1_100_steps,blur_contrast,0.03677946329116821,0.17455314099788666,14.343946125472268,0.8160895892423079,0.5124275062137531,0.17455314099788666,nan,0.07681693136692047,21.48988700698023,0.5382577094957438
example_00037,conditional_ddpm_v1_100_steps,scratch_dust,0.04854591190814972,0.21760399639606476,13.138473365177777,0.7910695442207138,0.6427696078431373,0.2264677882194519,0.21677321195602417,0.03150012716650963,22.34722549499112,0.7948811228382671
example_00038,conditional_ddpm_v1_100_steps,grain,0.019660135731101036,0.13536043465137482,17.06413488179126,0.8778734077698517,0.5193401592718999,0.13536043465137482,nan,0.05526912957429886,23.281307330422255,0.8212166758045197
example_00039,conditional_ddpm_v1_100_steps,blur_contrast,0.22449231147766113,0.46327024698257446,6.487985283355106,0.4729034248035203,0.23623011015911874,0.46327024698257446,nan,0.12004634737968445,18.062889934787453,0.35956565459443335
example_00040,conditional_ddpm_v1_100_steps,scratch_dust,0.007457157596945763,0.08044745028018951,21.274266785855353,0.9541629595027876,0.5191003213138164,0.07834828644990921,0.08072857558727264,0.035700779408216476,21.689470772351818,0.8270868641206175
example_00041,conditional_ddpm_v1_100_steps,grain,0.03107517585158348,0.15870267152786255,15.075864050465348,0.7510418803245175,0.32096069868995636,0.15870267152786255,nan,0.055237777531147,23.247285843230117,0.639876480937845
example_00042,conditional_ddpm_v1_100_steps,blur_contrast,0.007043546065688133,0.0652075707912445,21.52208640711464,0.8978784138634051,0.2758977900552486,0.0652075707912445,nan,0.09075377136468887,20.075082113696105,0.5489446276603518
example_00043,conditional_ddpm_v1_100_steps,scratch_dust,0.07845483720302582,0.24296900629997253,11.05380274437552,0.6237728481808539,0.4471655328798186,0.2939132750034332,0.23770268261432648,0.030341412872076035,23.928810038729843,0.7376506126308079
example_00044,conditional_ddpm_v1_100_steps,grain,0.007574572693556547,0.07979616522789001,21.20641862108149,0.9724417177336251,0.49954545454545457,0.07979616522789001,nan,0.05519947409629822,23.26310902718838,0.9445685841096287
example_00045,conditional_ddpm_v1_100_steps,blur_contrast,0.00738317146897316,0.07754074037075043,21.31757045276015,0.9534433699475515,0.5596330275229358,0.07754074037075043,nan,0.0888451635837555,20.493759946330815,0.7637862116820522
example_00046,conditional_ddpm_v1_100_steps,scratch_dust,0.015088509768247604,0.11911693215370178,18.21353651635041,0.9449460437831122,0.5661764705882353,0.1111813485622406,0.12056679278612137,0.03954431787133217,20.79849109279084,0.7611483584597231
example_00047,conditional_ddpm_v1_100_steps,grain,0.02301269769668579,0.13213273882865906,16.3803246754992,0.7040287820356536,0.2683229813664596,0.13213273882865906,nan,0.05556856095790863,23.147305238934525,0.7099430836649484
example_00048,conditional_ddpm_v1_100_steps,blur_contrast,0.013773076236248016,0.0995684415102005,18.609690486160954,0.8091512810146702,0.41350210970464135,0.0995684415102005,nan,0.06578895449638367,22.650823173757676,0.5883051090063365
example_00049,conditional_ddpm_v1_100_steps,scratch_dust,0.06285052746534348,0.21340547502040863,12.016910731995535,0.6705871868026138,0.49480968858131485,0.19140198826789856,0.21651031076908112,0.046706974506378174,18.834225012071155,1.031908385055315
example_00050,conditional_ddpm_v1_100_steps,grain,0.054819196462631226,0.1588515341281891,12.610673346192648,0.7185390371602912,0.30196078431372547,0.1588515341281891,nan,0.05215466022491455,23.524383079619263,1.23898296519015
example_00051,conditional_ddpm_v1_100_steps,blur_contrast,0.013681143522262573,0.11457280814647675,18.638776011061754,0.9307330775828495,0.5327586206896552,0.11457280814647675,nan,0.10853438824415207,19.146422592461217,0.8692486335467614
example_00052,conditional_ddpm_v1_100_steps,scratch_dust,0.016271185129880905,0.12403756380081177,17.885808135890812,0.8111020681369628,0.5225589225589226,0.13348205387592316,0.1228383332490921,0.03549637272953987,21.327879588971417,0.8122893135679982
example_00053,conditional_ddpm_v1_100_steps,grain,0.012071212753653526,0.10226190090179443,19.182490956225134,0.8756662696251437,0.34422364432468844,0.10226190090179443,nan,0.05604702979326248,23.097585589639706,0.6251955506989092
example_00054,conditional_ddpm_v1_100_steps,blur_contrast,0.019334927201271057,0.1303921639919281,17.13657458767838,0.7578021363302697,0.22685013015991073,0.1303921639919281,nan,0.08574625849723816,20.773245630109102,0.3854114521465095
example_00055,conditional_ddpm_v1_100_steps,scratch_dust,0.01752411387860775,0.09853754192590714,17.563639332677575,0.9183328681288405,0.49265078560567666,0.0987231433391571,0.09851105511188507,0.04491756856441498,18.818371930508228,0.7732658470939922
example_00056,conditional_ddpm_v1_100_steps,grain,0.05494631826877594,0.21615660190582275,12.600614025875888,0.6599035947207309,0.2885333333333333,0.21615660190582275,nan,0.05485576391220093,23.35374809927686,0.683534930974306
example_00057,conditional_ddpm_v1_100_steps,blur_contrast,0.045302312821149826,0.19880299270153046,13.438796253641536,0.7164979184629016,0.2724288840262582,0.19880299270153046,nan,0.10325400531291962,19.200945472247053,0.4749230581016558
example_00058,conditional_ddpm_v1_100_steps,scratch_dust,0.013690746389329433,0.11176159977912903,18.63572874442276,0.9000747794345696,0.5537673738112655,0.11262073367834091,0.11166351288557053,0.03529124706983566,21.315667179577215,0.8186450442334431
example_00059,conditional_ddpm_v1_100_steps,grain,0.03792733699083328,0.18615075945854187,14.210476495404837,0.6208137497400267,0.2669064748201439,0.18615075945854187,nan,0.056434303522109985,23.087641500123866,0.822856599115204
example_00060,conditional_ddpm_v1_100_steps,blur_contrast,0.005026830360293388,0.06111222878098488,22.987057705967914,0.9329703097697607,0.6015514809590973,0.06111222878098488,nan,0.09517032653093338,20.090666381797682,0.9353985068570374
example_00061,conditional_ddpm_v1_100_steps,scratch_dust,0.0328068882226944,0.1704319417476654,14.840349610739667,0.7912697015679261,0.567394778902504,0.18173456192016602,0.16757690906524658,0.06733398884534836,15.82592666062312,0.6955241403054527
example_00062,conditional_ddpm_v1_100_steps,grain,0.030808843672275543,0.16580453515052795,15.11324601461508,0.8000003124406878,0.48838409912235414,0.16580453515052795,nan,0.053016334772109985,23.725903918531877,0.6862058215419381
example_00063,conditional_ddpm_v1_100_steps,blur_contrast,0.012484920211136341,0.05818014591932297,19.03614228801134,0.8717592238261129,0.38654223968565815,0.05818014591932297,nan,0.12113587558269501,17.996856299847252,0.5279165210091519
example_00064,conditional_ddpm_v1_100_steps,scratch_dust,0.019341688603162766,0.12523193657398224,17.135056130336473,0.8540800385985062,0.45875251509054327,0.14655356109142303,0.12052857130765915,0.040918923914432526,22.725216400792725,0.6455305486613508
example_00065,conditional_ddpm_v1_100_steps,grain,0.03843212127685547,0.17570394277572632,14.153056438102332,0.8881828581743754,0.45571955719557194,0.17570394277572632,nan,0.05359819903969765,23.469893815007094,0.8678081005439088
example_00066,conditional_ddpm_v1_100_steps,blur_contrast,0.021773993968963623,0.11946207284927368,16.62061901708175,0.9080084427254543,0.5354005167958656,0.11946207284927368,nan,0.09065012633800507,19.764773492819035,0.675778106352643
example_00067,conditional_ddpm_v1_100_steps,scratch_dust,0.0022388342767953873,0.03430558741092682,26.49978052618828,0.9791959523236605,0.6017791732077447,0.04892244189977646,0.032641079276800156,0.026903100311756134,25.52846028844666,0.8532639432399137
